"sigla_unidade_ensino","nome_unidade_ensino","dt_autorizacao","sigla_uf_unidade_ensino","nome_municipio_unidade_ensino"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS CASCAVEL","27/01/2014 16:29:24","PR","Cascavel"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS COLOMBO","20/06/2013 14:01:50","PR","Colombo"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS COLOMBO","27/01/2014 16:32:19","PR","Colombo"
"IFPR","Instituto Federal do Paraná - Campus Curitiba","05/03/2009 14:53:25","PR","Curitiba"
"IFPR","Instituto Federal do Paraná - Campus Foz do Iguaçu","23/04/2009 15:58:35","PR","Foz do Iguaçu"
"IFPR","Instituto Federal do Paraná - Campus Irati","01/06/2010 17:05:49","PR","Irati"
"IFPR","Instituto Federal do Paraná - Campus Ivaiporã","01/06/2010 16:54:58","PR","Ivaiporã"
"IFPR","Instituto Federal do Paraná - Campus Jacarezinho","01/06/2010 16:40:35","PR","Jacarezinho"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS JAGUARIAÍVA","27/03/2013 14:40:49","PR","Jaguariaíva"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS JAGUARIAÍVA","27/01/2014 17:08:58","PR","Jaguariaíva"
"IFPR","Instituto Federal do Paraná - Campus Londrina","01/06/2010 16:59:38","PR","Londrina"
"IFPR","Instituto Federal do Paraná - Campus Palmas","01/06/2010 17:21:03","PR","Palmas"
"IFPR","Instituto Federal do Paraná - Campus Paranaguá","23/04/2009 15:52:46","PR","Paranaguá"
"IFPR","Instituto Federal do Paraná - Campus Paranavaí","09/06/2010 14:30:53","PR","Paranavaí"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS PINHAIS","27/01/2014 17:00:19","PR","Curitiba"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS PINHAIS","27/03/2013 14:58:02","PR","Pinhais"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS PITANGA","27/01/2014 17:03:03","PR","Pitanga"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS PITANGA","27/03/2013 14:53:15","PR","Pitanga"
"IFPR","Instituto Federal do Paraná - Campus Telêmaco Borba","01/06/2010 16:50:12","PR","Telêmaco Borba"
"IFPR","Instituto Federal do Paraná - Campus Umuarama","01/06/2010 16:27:15","PR","Umuarama"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS UNIÃO DA VITÓRIA","27/03/2013 15:04:38","PR","União da Vitória"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS UNIÃO DA VITÓRIA","27/01/2014 17:05:37","PR","União da Vitória"
"IFPI","Instituto Federal do Piauí - Campus Angical do Piauí","09/12/2009 17:28:40","PI","Angical do Piauí"
"IFPI","INSTITUTO FEDERAL DO PIAUÍ CAMPUS AVANÇADO DIRCEU ARCOVERDE","29/01/2014 17:19:43","PI","Teresina"
"IFPI","INSTITUTO FEDERAL DO PIAUÍ CAMPUS AVANÇADO JOSÉ FREITAS","29/01/2014 17:35:09","PI","José de Freitas"
"IFPI","INSTITUTO FEDERAL DO PIAUÍ CAMPUS AVANÇADO PIO IX","29/01/2014 17:44:20","PI","Pio IX"
"IFPI","Instituto Federal do Piauí - Campus Campo Maior","29/01/2014 17:02:06","PI","Campo Maior"
"IFPI","Instituto Federal do Piauí - Campus Cocal","29/01/2014 17:26:45","PI","Cocal"
"IFPI","Instituto Federal do Piauí - Campus Corrente","09/12/2009 17:51:37","PI","Corrente"
"null","INSTITUTO FEDERAL DO PIAUI - CAMPUS FLORIANO","19/05/2009 10:57:12","PI","Floriano"
"IFPI","Instituto Federal do Piauí - Campus Floriano","05/03/2009 14:44:56","PI","Floriano"
"IFPI","Instituto Federal do Piauí - Campus Oeiras","20/09/2012 16:58:24","PI","Oeiras"
"null","INSTITUTO FEDERAL DO PIAUI - CAMPUS PARNAÍBA","18/05/2009 14:21:57","PI","Parnaíba"
"IFPI","Instituto Federal do Piauí - Campus Parnaíba","05/03/2009 14:50:06","PI","Parnaíba"
"IFPI","Instituto Federal do Piauí - Campus Paulistana","11/12/2009 11:30:59","PI","Paulistana"
"IFPI","Instituto Federal do Piauí - Campus Pedro II","07/06/2011 16:59:46","PI","Pedro II"
"null","INSTITUTO FEDERAL DO PIAUI - CAMPUS PICOS","19/05/2009 11:07:34","PI","Picos"
"IFPI","Instituto Federal do Piauí - Campus Picos","05/03/2009 14:47:29","PI","Picos"
"IFPI","Instituto Federal do Piauí - Campus Piripiri","09/12/2009 17:39:44","PI","Piripiri"
"IFPI","Instituto Federal do Piauí - Campus São João do Piauí","07/06/2011 16:55:28","PI","São João do Piauí"
"IFPI","Instituto Federal do Piauí - Campus São Raimundo Nonato","11/12/2009 11:25:53","PI","São Raimundo Nonato"
"null","INSTITUTO FEDERAL DO PIAUI - CAMPUS TERESINA CENTRAL","19/05/2009 10:13:10","PI","Teresina"
"IFPI","Instituto Federal do Piauí - Campus Teresina Central","05/03/2009 14:36:20","PI","Teresina"
"null","INSTITUTO FEDERAL DO PIAUI - CAMPUS TERESINA ZONA SUL","19/05/2009 10:28:08","PI","Teresina"
"IFPI","Instituto Federal do Piauí - Campus Teresina Zona Sul","30/06/2009 11:46:04","PI","Teresina"
"IFPI","Instituto Federal do Piauí - Campus Uruçuí","11/12/2009 11:20:10","PI","Uruçuí"
"IFPI","Instituto Federal do Piauí - Campus Valença do Piauí","29/01/2014 17:11:47","PI","Valença do Piauí"
"null","INSTITUTO FEDERAL DO PIAUÍ - CENTRO DE REFERÊNCIA DE GUADALUPE","21/11/2014 18:41:17","PI","Guadalupe"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Arraial do Cabo","08/06/2011 09:41:02","RJ","Arraial do Cabo"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS AVANÇADO RESENDE","28/01/2014 12:01:12","RJ","Resende"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS AVANÇADO RIO DE JANEIRO CENTRO","10/06/2014 17:29:17","RJ","Rio de Janeiro"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS BELFORD ROXO","10/06/2014 18:13:15","RJ","Belford Roxo"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS COMPLEXO DO ALEMÃO","10/06/2014 17:41:35","RJ","Rio de Janeiro"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS CURICICA CIDADE DE DEUS","10/06/2014 17:46:39","RJ","Rio de Janeiro"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Duque de Caxias","27/03/2009 12:01:08","RJ","Duque de Caxias"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Engenheiro Paulo de Frontin","08/06/2011 09:59:21","RJ","Engenheiro Paulo de Frontin"
"null","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS MESQUITA","02/07/2014 16:36:15","RJ","Mesquita"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS MESQUITA","31/01/2014 15:42:41","RJ","Mesquita"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Nilópolis","05/03/2009 16:29:28","RJ","Nilópolis"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS NITERÓI","10/06/2014 18:36:11","RJ","Niterói"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Paracambi","05/03/2009 16:56:15","RJ","Paracambi"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Pinheiral","10/03/2009 09:26:12","RJ","Pinheiral"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS REALENGO","10/03/2009 09:08:38","RJ","Rio de Janeiro"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Rio de Janeiro","05/03/2009 16:48:57","RJ","Rio de Janeiro"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus São Gonçalo","10/03/2009 09:14:59","RJ","São Gonçalo"
"IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS SÃO JOÃO DE MERITI","10/06/2014 18:22:41","RJ","São João de Meriti"
"IFRJ","Instituto Federal do Rio de Janeiro - Campus Volta Redonda","15/05/2009 15:40:34","RJ","Volta Redonda"
"null","INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","07/08/2013 12:22:02","RN","Natal"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Apodi","10/09/2009 10:06:23","RN","Apodi"
"IFRN","INSTITUTO FEDERAL DO RIO GRANDE DO NORTE CAMPUS AVANÇADO LAJES","06/06/2014 16:00:39","RN","Lajes"
"null","INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS AVANÇADO NATAL ZONA LESTE","04/07/2019 17:43:05","RN","Natal"
"IFRN","INSTITUTO FEDERAL DO RIO GRANDE DO NORTE CAMPUS AVANÇADO PARELHAS","06/06/2014 16:08:22","RN","Parelhas"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Caicó","10/09/2009 19:12:07","RN","Caicó"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Canguaretama","14/11/2013 16:15:30","RN","Canguaretama"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Ceará-Mirim","14/11/2013 17:18:26","RN","Ceará-Mirim"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Currais Novos","06/03/2009 18:03:05","RN","Currais Novos"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Ipanguaçu","06/03/2009 11:41:42","RN","Ipanguaçu"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus João Câmara","10/09/2009 19:22:14","RN","João Câmara"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Macau","11/09/2009 12:26:01","RN","Macau"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Mossoró","06/03/2009 18:21:38","RN","Mossoró"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Natal Central","06/03/2009 11:09:19","RN","Natal"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Natal Cidade Alta","08/06/2011 09:20:19","RN","Natal"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Natal Zona Norte","06/03/2009 11:21:13","RN","Natal"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Nova Cruz","07/06/2011 10:34:16","RN","Nova Cruz"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Parnamirim","07/06/2011 10:28:00","RN","Parnamirim"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Pau dos Ferros","11/09/2009 12:34:25","RN","Pau dos Ferros"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus Santa Cruz","11/09/2009 12:42:55","RN","Natal"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus São Gonçalo do Amarante","07/06/2011 12:26:16","RN","São Gonçalo do Amarante"
"IFRN","Instituto Federal do Rio Grande do Norte - Campus São Paulo do Potengi","14/11/2013 17:14:34","RN","São Paulo do Potengi"
"IFRS","INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS ALVORADA","30/01/2014 10:55:21","RS","Alvorada"
"IFRS","INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS AVANÇADO GUAÍBA","10/07/2014 16:43:10","RS","Guaíba"
"IFRS","INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS AVANÇADO VERANÓPOLIS","07/07/2014 11:38:58","RS","Veranópolis"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Bento Gonçalves","05/03/2009 16:24:54","RS","Bento Gonçalves"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Canoas","05/03/2009 16:33:46","RS","Canoas"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Caxias do Sul","09/06/2010 13:43:50","RS","Caxias do Sul"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Erechim","26/04/2010 15:53:28","RS","Erechim"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Farroupilha","09/06/2010 10:51:25","RS","Farroupilha"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Feliz","09/06/2010 10:45:51","RS","Feliz"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Ibirubá","09/06/2010 10:41:38","RS","Ibirubá"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Osório","16/08/2010 11:21:06","RS","Osório"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Porto Alegre","05/03/2009 16:36:59","RS","Porto Alegre"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Porto Alegre Restinga","09/06/2010 13:54:34","RS","Porto Alegre"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Rio Grande","05/03/2009 16:41:09","RS","Rio Grande"
"null","INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS ROLANTE","30/01/2014 11:02:59","RS","Rolante"
"IFRS","INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS ROLANTE","09/06/2011 10:05:45","RS","Rolante"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Sertão","05/03/2009 16:48:53","RS","Sertão"
"IFRS","Instituto Federal do Rio Grande do Sul - Campus Vacaria","30/01/2014 11:24:18","RS","Vacaria"
"IFRS","INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS VIAMÃO","30/01/2014 11:12:23","RS","Viamão"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Campus Floresta","05/03/2009 09:33:38","PE","Floresta"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Campus Ouricuri","01/10/2010 17:09:24","PE","Ouricuri"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Campus Petrolina","05/03/2009 09:28:15","PE","Petrolina"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Campus Petrolina Zona Rural","05/03/2009 09:31:04","PE","Petrolina"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Campus Salgueiro","01/10/2010 17:13:54","PE","Salgueiro"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Campus Santa Maria da Boa Vista","31/01/2014 15:22:57","PE","Santa Maria da Boa Vista"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Campus Serra Talhada","31/01/2014 15:02:26","PE","Serra Talhada"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Centro de Referência Afrânio","07/02/2014 11:00:12","PE","Afrânio"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Centro de Referência Petrolândia","07/02/2014 11:17:37","PE","Petrolândia"
"IF SERTÃO-PE","Instituto Federal do Sertão Pernambucano - Centro de Referência Sertânia","07/02/2014 11:30:47","PE","Sertânia"
"null","INSTITUTO FEDERAL DO SUDESTE de MINAS GERAIS","08/05/2009 08:49:35","MG","Barbacena"
"IF SUDESTE MG","INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CAMPUS AVANÇADO BOM SUCESSO","10/02/2014 10:59:21","MG","Bom Sucesso"
"IF SUDESTE MG","INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS Campus avançado UBÁ","12/06/2014 12:17:01","MG","Ubá"
"IF SUDESTE MG","Instituto Federal do Sudeste de Minas Gerais - Campus Barbacena","06/03/2009 10:47:34","MG","Barbacena"
"IF SUDESTE MG","Instituto Federal do Sudeste de Minas Gerais - Campus Juiz de Fora","06/03/2009 10:53:06","MG","Juiz de Fora"
"IF SUDESTE MG","INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CAMPUS MANHUAÇU","06/06/2014 15:28:03","MG","Manhuaçu"
"IF SUDESTE MG","Instituto Federal do Sudeste de Minas Gerais - Campus Muriaé","02/03/2010 09:21:40","MG","Muriaé"
"IF SUDESTE MG","Instituto Federal do Sudeste de Minas Gerais - Campus Rio Pomba","09/03/2009 16:34:06","MG","Rio Pomba"
"IF SUDESTE MG","Instituto Federal do Sudeste de Minas Gerais - Campus Santos Dumont","07/06/2011 10:53:56","MG","Santos Dumont"
"IF SUDESTE MG","Instituto Federal do Sudeste de Minas Gerais - Campus São João del Rei","02/03/2010 09:33:14","MG","São João del Rei"
"IF SUDESTE MG","INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CENTRO DE REFERÊNCIA CATAGUASES","12/06/2014 12:07:34","MG","Cataguases"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Avançado Carmo de Minas","31/01/2014 09:42:40","MG","Carmo de Minas"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Avançado Três Corações","31/01/2014 09:49:47","MG","Três Corações"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Inconfidentes","09/03/2009 17:03:13","MG","Inconfidentes"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Machado","09/03/2009 17:10:18","MG","Machado"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Muzambinho","09/03/2009 17:14:10","MG","Muzambinho"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Passos","11/08/2010 07:07:16","MG","Passos"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Poços de Caldas","11/08/2010 06:07:45","MG","Poços de Caldas"
"IFSULDEMINAS","Instituto Federal do Sul de Minas Gerais - Campus Pouso Alegre","11/08/2010 06:48:43","MG","Pouso Alegre"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ALFENAS","13/11/2014 17:33:14","MG","Alfenas"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ALTEROSA","13/11/2014 17:41:21","MG","Alterosa"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ANDRADAS","13/11/2014 17:02:04","MG","Andradas"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ANDRELÂNDIA","13/11/2014 15:45:53","MG","Andrelândia"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOA ESPERANÇA","13/11/2014 17:37:07","MG","Boa Esperança"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOM REPOUSO","27/04/2016 14:55:41","MG","Bom Repouso"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOTELHOS","13/11/2014 17:23:20","MG","Botelhos"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BRAsÓPOLIS","27/04/2016 15:03:06","MG","Brasópolis"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CACHOEIRA DE MINAS","27/04/2016 15:08:15","MG","Cachoeira de Minas"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMBUÍ","13/11/2014 17:16:26","MG","Cambuí"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMBUQUIRA","13/11/2014 14:53:04","MG","Cambuquira"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMPANHA","27/04/2016 15:12:20","MG","Campanha"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMPESTRE","13/11/2014 17:25:50","MG","Campestre"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAPETINGA","13/11/2014 17:44:21","MG","Capetinga"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CONCEIÇÃO DOS OUROS","27/04/2016 15:18:00","MG","Conceição dos Ouros"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CONGONHAL","27/04/2016 15:22:51","MG","Congonhal"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CRUZÍLIA","13/11/2014 15:48:57","MG","Cruzília"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ESPÍRITO SANTO DO DOURADO","27/04/2016 15:30:20","MG","Espírito Santo do Dourado"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ESTIVA","27/04/2016 15:35:15","MG","Estiva"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA EXTREMA","27/04/2016 15:38:43","MG","Extrema"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA GUARANÉSIA","13/11/2014 17:47:48","MG","Guaranésia"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA GUAXUPÉ","17/08/2016 11:44:28","MG","Guaxupé"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA IPUIUNA","27/04/2016 15:45:13","MG","Ipuiúna"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ITAJUBÁ","27/04/2016 15:49:38","MG","Itajubá"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ITANHANDU","13/11/2014 15:21:53","MG","Itanhandu"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA JACUTINGA","13/11/2014 17:20:04","MG","Jacutinga"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS - CENTRO DE REFERÊNCIA JESUÂNIA","27/04/2016 16:27:25","MG","Jesuânia"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA LAMBARI","13/11/2014 16:43:02","MG","Lambari"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA LAVRAS","27/04/2016 16:07:59","MG","Lavras"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA MONTE SANTO DE MINAS","13/11/2014 17:52:47","MG","Monte Santo de Minas"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA OURO FINO","13/11/2014 17:13:29","MG","Ouro Fino"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA POÇO FUNDO","27/04/2016 15:55:46","MG","Poço Fundo"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO GONÇALO DO SAPUCAÍ","27/04/2016 15:58:59","MG","São Gonçalo do Sapucaí"
"null","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO JOSÉ DA BARRA","17/08/2016 11:39:33","MG","São José da Barra"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO SEBASTIÃO DO PARAÍSO","13/11/2014 16:57:33","MG","São Sebastião do Paraíso"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA TRÊS PONTAS","13/11/2014 17:50:06","MG","Três Pontas"
"IFSULDEMINAS","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA VARGINHA","13/11/2014 17:30:36","MG","Varginha"
"IFTO","Instituto Federal do Tocantins - Campus Araguaína","14/06/2010 16:53:24","TO","Araguaína"
"IFTO","Instituto Federal do Tocantins - Campus Araguatins","06/03/2009 14:39:20","TO","Araguatins"
"IFTO","Instituto Federal do Tocantins - Campus Avançado Formoso do Araguaia","26/04/2014 13:48:01","TO","Formoso do Araguaia"
"IFTO","Instituto Federal do Tocantins - Campus Avançado Lagoa da Confusão","31/01/2014 11:20:00","TO","Lagoa da Confusão"
"IFTO","Instituto Federal do Tocantins - Campus Avançado Pedro Afonso","31/01/2014 11:29:03","TO","Pedro Afonso"
"IFTO","Instituto Federal do Tocantins - Campus Colinas do Tocantins","31/01/2014 11:35:32","TO","Colinas do Tocantins"
"IFTO","Instituto Federal do Tocantins - Campus Dianópolis","07/05/2012 10:01:47","TO","Dianópolis"
"IFTO","Instituto Federal do Tocantins - Campus Gurupi","16/06/2010 09:39:52","TO","Gurupi"
"IFTO","Instituto Federal do Tocantins - Campus Palmas","06/03/2009 14:33:38","TO","Palmas"
"IFTO","Instituto Federal do Tocantins - Campus Paraíso do Tocantins","06/03/2009 14:36:47","TO","Paraíso do Tocantins"
"IFTO","Instituto Federal do Tocantins - Campus Porto Nacional","16/06/2010 09:03:04","TO","Porto Nacional"
"null","INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO","23/03/2009 09:04:51","MG","Uberaba"
"IFTM","INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO CAMPUS AVANÇADO CAMPINA VERDE","30/01/2014 10:50:52","MG","Campina Verde"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Avançado Uberaba Parque Tecnológico","30/09/2014 14:10:47","MG","Uberaba"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Ituiutaba","04/05/2009 14:23:08","MG","Ituiutaba"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Paracatu","04/05/2009 14:18:39","MG","Paracatu"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Patos de Minas","22/08/2013 14:31:22","MG","Patos de Minas"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Patrocínio","13/07/2010 15:34:02","MG","Patrocínio"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Uberaba","06/03/2009 11:16:19","MG","Uberaba"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Uberlândia","06/03/2009 11:30:02","MG","Uberlândia"
"IFTM","Instituto Federal do Triângulo Mineiro - Campus Uberlândia Centro","13/07/2010 15:20:46","MG","Uberlândia"
"null","INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO - CENTRO DE REFERÊNCIA EM EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA - REITORIA","09/04/2018 08:05:04","MG","Uberaba"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Alegrete","05/03/2009 16:01:38","RS","Alegrete"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CAMPUS AVANÇADO URUGUAIANA","31/01/2014 15:44:54","RS","Uruguaiana"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Frederico Westphalen","10/08/2009 17:15:17","RS","Frederico Westphalen"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Jaguari","06/12/2012 16:16:58","RS","Jaguari"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Júlio de Castilhos","05/03/2009 16:05:03","RS","Júlio de Castilhos"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Panambi","19/08/2010 14:20:27","RS","Panambi"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Santa Rosa","09/03/2010 08:55:14","RS","Santa Rosa"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Santo Ângelo","31/01/2014 16:00:47","RS","Santo Ângelo"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus Santo Augusto","05/03/2009 16:13:58","RS","Santo Augusto"
